Graph #	Manifold	LR	Dim	Num Layers	Dropout	Bias	C	Total Dim	Val Loss	Val ROC	Val AP	Test Loss	Test ROC	Test AP
995	H0E1S0	0.0001	32	2	0.2	0	0	100.log	2.2538	0.9347	0.8871	2.2538	0.9387	0.8926
952	H0E1S0	0.01	64	4	0.1	0	0	100.log	2.2536	0.8153	0.8354	2.2536	0.7901	0.8310
1159	H0E1S0	0.01	32	3	0.1	1	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
1028	H0E1S0	0.01	32	4	0.1	0	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
754	H0E1S0	0.001	16	4	0.1	0	0	100.log	2.2539	0.4970	0.4985	2.2539	0.4829	0.4915
1439	H0E1S0	0.01	64	2	0.2	0	0	100.log	2.6007	0.8402	0.8476	4.6976	0.6667	0.6869
987	H0E1S0	0.001	32	2	0.1	1	0	100.log	0.4552	0.9366	0.8890	0.4195	0.9387	0.8927
452	H0E1S0	0.001	32	2	0.1	0	0	100.log	1.9643	0.9348	0.8881	1.9625	0.9379	0.8928
1723	H0E1S0	0.001	64	2	0.2	1	0	100.log	2.2538	0.9341	0.8868	2.2538	0.9384	0.8924
1529	H0E1S0	0.01	16	3	0.1	0	0	100.log	2.2538	0.8782	0.8059	2.2538	0.8857	0.8203
878	H0E1S0	0.0001	64	3	0.2	1	0	100.log	2.2536	0.8618	0.8170	2.2537	0.8467	0.7927
194	H0E1S0	0.001	64	3	0.1	0	0	100.log	2.1886	0.8163	0.8481	2.2031	0.6800	0.7449
700	H0E1S0	0.0001	16	3	0.1	0	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
1738	H0E1S0	0.01	32	2	0.1	0	0	100.log	0.5558	0.9357	0.8884	0.5397	0.9379	0.8927
1271	H0E1S0	0.001	16	4	0.2	0	0	100.log	2.2528	0.8676	0.8171	2.2531	0.8493	0.7915
322	H0E1S0	0.01	64	3	0.1	1	0	100.log	1.7224	0.6033	0.6292	2.3586	0.4195	0.4674
767	H0E1S0	0.0001	64	3	0.2	1	0	100.log	2.2512	0.8507	0.8068	2.2523	0.6610	0.6370
532	H0E1S0	0.0001	32	2	0.1	0	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
233	H0E1S0	0.01	16	3	0.2	0	0	100.log	2.2417	0.8798	0.8141	2.2406	0.8918	0.8323
930	H0E1S0	0.01	16	2	0.2	0	0	100.log	2.2538	0.9345	0.8870	2.2538	0.9386	0.8925
877	H0E1S0	0.01	32	3	0.2	0	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
859	H0E1S0	0.0001	64	2	0.1	1	0	100.log	0.5345	0.9361	0.8884	0.4682	0.9387	0.8929
1656	H0E1S0	0.01	64	2	0.1	1	0	100.log	2.2539	0.5101	0.5051	2.2539	0.5051	0.5025
68	H0E1S0	0.01	32	2	0.2	1	0	100.log	2.2494	0.8734	0.8641	2.2490	0.9027	0.8920
202	H0E1S0	0.01	64	2	0.2	1	0	100.log	2.2489	0.8651	0.8609	2.2485	0.8931	0.8883
1014	H0E1S0	0.0001	32	4	0.1	1	0	100.log	2.2489	0.8651	0.8609	2.2485	0.8931	0.8883
743	H0E1S0	0.01	64	3	0.1	1	0	100.log	2.2539	0.8809	0.8585	2.2539	0.8248	0.7991
1446	H0E1S0	0.001	64	4	0.2	1	0	100.log	2.2489	0.8651	0.8609	2.2485	0.8931	0.8883
1535	H0E1S0	0.01	64	2	0.2	1	0	100.log	2.2489	0.8651	0.8609	2.2485	0.8931	0.8883
570	H0E1S0	0.001	32	2	0.2	1	0	100.log	0.4814	0.9359	0.8887	0.4352	0.9386	0.8930
733	H0E1S0	0.01	32	2	0.2	1	0	100.log	2.2489	0.8651	0.8609	2.2485	0.8931	0.8883
623	H0E1S0	0.0001	16	4	0.2	0	0	100.log	2.2489	0.8651	0.8609	2.2485	0.8931	0.8883
467	H0E1S0	0.01	16	4	0.1	0	0	100.log	2.2489	0.8651	0.8609	2.2485	0.8931	0.8883
507	H0E1S0	0.001	32	4	0.2	1	0	100.log	0.5370	0.9358	0.8885	0.4698	0.9388	0.8931
178	H0E1S0	0.01	16	4	0.1	1	0	100.log	2.2539	0.9339	0.8867	2.2539	0.9383	0.8924
36	H0E1S0	0.01	64	4	0.1	1	0	100.log	2.0565	0.6735	0.7597	1.7696	0.5867	0.5736
293	H0E1S0	0.01	32	4	0.1	0	0	100.log	2.2477	0.5686	0.5390	2.2400	0.5422	0.5239
1319	H0E1S0	0.01	64	4	0.1	0	0	100.log	2.2535	0.8066	0.7642	2.2535	0.7377	0.7152
869	H0E1S0	0.001	32	4	0.2	1	0	100.log	2.2505	0.8049	0.8023	2.2503	0.7415	0.7290
1307	H0E1S0	0.001	64	2	0.1	1	0	100.log	2.2534	0.8726	0.8200	2.2534	0.8591	0.7962
919	H0E1S0	0.01	32	3	0.1	1	0	100.log	2.2538	0.8673	0.8160	2.2538	0.8466	0.7858
1524	H0E1S0	0.001	64	2	0.1	0	0	100.log	2.2494	0.8777	0.8111	2.2490	0.8921	0.8324
103	H0E1S0	0.01	32	2	0.2	1	0	100.log	2.2539	0.5434	0.5232	2.2539	0.5464	0.5249
426	H0E1S0	0.001	16	4	0.1	0	0	100.log	2.2535	0.8655	0.8618	2.2535	0.8909	0.8874
449	H0E1S0	0.001	64	2	0.1	1	0	100.log	0.4507	0.9360	0.8888	0.4171	0.9386	0.8930
526	H0E1S0	0.001	16	2	0.1	1	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
1363	H0E1S0	0.001	16	4	0.1	1	0	100.log	2.2538	0.9341	0.8868	2.2538	0.9384	0.8924
1614	H0E1S0	0.0001	64	2	0.2	0	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
1705	H0E1S0	0.0001	16	2	0.1	1	0	100.log	0.4600	0.9364	0.8888	0.4222	0.9386	0.8928
1206	H0E1S0	0.001	16	2	0.2	0	0	100.log	2.2530	0.8663	0.8167	2.2532	0.8486	0.7912
851	H0E1S0	0.01	64	2	0.1	1	0	100.log	2.1041	0.6300	0.6230	2.6779	0.5644	0.6186
1521	H0E1S0	0.001	16	3	0.1	0	0	100.log	1.3958	0.8521	0.8583	1.7325	0.6908	0.6185
863	H0E1S0	0.0001	32	3	0.2	0	0	100.log	2.2476	0.8245	0.8164	2.2477	0.8020	0.7937
553	H0E1S0	0.001	32	2	0.2	1	0	100.log	2.2510	0.9347	0.8872	2.2510	0.9386	0.8926
1575	H0E1S0	0.0001	16	4	0.1	0	0	100.log	2.2273	0.9357	0.8884	2.2272	0.9384	0.8928
1522	H0E1S0	0.01	32	4	0.1	0	0	100.log	2.2538	0.9341	0.8868	2.2538	0.9385	0.8925
1567	H0E1S0	0.01	32	3	0.1	0	0	100.log	2.1140	0.8634	0.8074	2.0485	0.8720	0.8167
1685	H0E1S0	0.0001	16	2	0.2	1	0	100.log	2.2534	0.8674	0.8182	2.2534	0.8554	0.7950
1195	H0E1S0	0.01	16	2	0.2	0	0	100.log	2.2538	0.9341	0.8868	2.2538	0.9384	0.8924
