Graph #	Manifold	LR	Dim	Num Layers	Dropout	Bias	C	Total Dim	Val Loss	Val ROC	Val AP	Test Loss	Test ROC	Test AP
62	H0E1S0	0.01	16	2	0.1	1	0	100.log	2.0277	0.6067	0.5792	2.2769	0.4485	0.4553
45	H0E1S0	0.01	64	4	0.1	1	0	100.log	1.1463	0.8980	0.9276	4.8651	0.6480	0.6147
3	H0E1S0	0.01	16	2	0.2	0	0	100.log	1.6060	0.8272	0.8841	1.7691	0.5741	0.6254
130	H0E1S0	0.0001	16	2	0.2	1	0	100.log	2.2248	0.7355	0.6370	2.2364	0.4711	0.5233
215	H0E1S0	0.01	32	2	0.1	1	0	100.log	1.5475	0.6667	0.6567	2.1116	0.4969	0.4824
74	H0E1S0	0.001	32	2	0.2	1	0	100.log	2.2183	0.9375	0.9500	2.2191	0.4531	0.4769
26	H0E1S0	0.01	32	4	0.2	1	0	100.log	1.6091	0.6146	0.6064	3.2224	0.5440	0.5643
237	H0E1S0	0.001	16	3	0.2	1	0	100.log	2.2536	1.0000	1.0000	2.2522	1.0000	1.0000
1	H0E1S0	0.01	64	4	0.1	0	0	100.log	2.5484	0.6073	0.5513	3.0538	0.5598	0.5109
41	H0E1S0	0.01	16	2	0.2	0	0	100.log	2.6499	0.6335	0.7027	2.5223	0.6056	0.5874
214	H0E1S0	0.0001	16	3	0.2	0	0	100.log	2.2520	0.5000	0.6667	2.2630	0.4000	0.6079
170	H0E1S0	0.001	64	3	0.2	1	0	100.log	2.2470	0.5354	0.5207	2.2466	0.4943	0.4800
49	H0E1S0	0.01	32	2	0.2	0	0	100.log	4.0267	0.6523	0.6985	4.3112	0.5243	0.5274
